client_id,persona_archetype,household_income_usd,net_worth_usd,liquidity_30d_usd,cashflow_volatility_pct,income_stream_count,primary_tax_bracket_pct,jurisdiction_country,kyc_risk_flag,compliance_restrictions,ethical_screens,product_blacklist,leverage_limit_x,drawdown_tolerance_pct,target_volatility_pct,goal_stack,time_horizon_primary_years,advice_style,explanation_depth,preferred_metrics,channel_preference_ranked,nudges_opt_in,notification_quiet_hours,trust_score_dynamic_1_100,trust_decay_days,engagement_score_1_100,adherence_score_1_100,consent_data_sources,data_freshness_days,advisor_relationship,last_action_type,last_action_date,last_action_outcome,model_version_current,safety_overrides,notes_agent_constraints
A7474,Explorer,73405,234459,14863,20.7,1,10,US,Low,AccreditedOnly,NoFossilFuel;NoWeapons,PennyStocks,1.9,20.1,14.0,Business:5y;Travel:2y;Healthcare:8y,5,Collaborative,Medium,MaxDD;TaxCost,App>In-Person>Chat,false,19:30-06:15,66,82,73,69,OpenBanking,5,None,AlertAcknowledge,2025-07-01,Success,v2.10.1,NoAutoTradesBelow$1k;NoIlliquids;NoMargin,Allow small experimental sleeve ≤ 3%
A7475,Optimizer,150656,677414,25696,9.4,4,12,US,Low,,NoWeapons;ESGOnly,PennyStocks,1.9,18.1,10.3,Wealth:10y;Estate:20y;Healthcare:8y,10,Concise,Medium,Sharpe;MaxDD,Email>In-Person>Chat>Phone,true,21:45-06:30,60,62,45,34,Brokerage;OpenBanking;Payroll,5,None,AlertAcknowledge,2025-03-22,Success,v1.9.1,NoMargin;PauseWhenVIX>30,Enforce tax budget and position caps
A7476,Optimizer,87798,1002388,45559,11.3,2,10,CA,Low,NoDerivatives,,PennyStocks,1.7,22.7,13.0,Wealth:10y;Estate:20y;Healthcare:8y,10,Educational,Deep,Sharpe;MaxDD;TaxCost,Chat>Phone>App,true,22:45-07:45,75,101,83,74,Brokerage;CreditBureau;OpenBanking,2,Human,AutoTransfer,2025-01-10,Success,v2.10.7,PauseWhenVIX>30,Enforce tax budget and position caps
A7477,Optimizer,58093,667953,31343,10.8,2,10,US,Low,,NoTobacco;NoFossilFuel,PennyStocks,1.7,18.8,10.3,Wealth:10y;Estate:20y,10,Educational,Medium,Sharpe;IRR;TaxCost,Email>In-Person>Phone>Chat>App,true,20:45-08:30,68,83,80,75,Brokerage;OpenBanking,4,Human,AlertAcknowledge,2025-04-25,Success,v2.9.8,NoAutoTradesBelow$1k;NoMargin,Enforce tax budget and position caps
A7478,Optimizer,105229,1390503,66211,8.3,3,15,DE,Medium,NoIlliquids;NoShortSelling,NoTobacco;NoFossilFuel,LeveragedETFs;PennyStocks,1.5,18.1,11.2,Wealth:10y;Estate:20y,10,Educational,Deep,MaxDD;Sharpe,Chat>Email>App,true,23:45-08:00,61,84,66,58,Brokerage;CreditBureau;OpenBanking,4,None,AutoTransfer,2025-10-01,Success,v2.8.9,LimitOrderOnly;PauseWhenVIX>30;StopLossDisabled,Enforce tax budget and position caps
A7479,Builder,48300,127535,6126,7.4,4,10,US,Medium,,,,1.6,15.6,11.7,Home:3y;Retirement:30y,3,Educational,Medium,TaxCost;Sharpe;MaxDD,Chat>Phone>Email>In-Person,false,22:30-07:30,62,126,60,51,CreditBureau;OpenBanking;Payroll,6,None,PlanUpdate,2025-10-04,Partial,v1.9.7,NoIlliquids;NoPennyStocks;StopLossDisabled,Prioritize liquidity and down payment savings
A7480,Stabilizer,94649,165219,13331,7.6,2,10,UK,Medium,,,Crypto;LeveragedETFs;PennyStocks,0.9,16.5,8.3,Retirement:15y;Emergency:1y;Debt:2y,15,Educational,Medium,TaxCost;MaxDD;Sharpe,App>In-Person>Email>Chat>Phone,false,22:45-07:30,60,163,53,54,OpenBanking,15,Hybrid,PlanUpdate,2025-08-21,Success,v2.10.8,NoIlliquids;NoMargin;PauseWhenVIX>30,Keep expenses buffer ≥ 4 months
A7481,Explorer,89865,423579,40044,16.4,2,10,US,Low,,,LeveragedETFs;PennyStocks,1.7,30.8,14.8,Business:5y;Travel:2y,5,Collaborative,Deep,TaxCost;IRR,In-Person>Email>App>Phone,false,19:00-08:15,63,61,66,60,CreditBureau;OpenBanking,4,Hybrid,Rebalance,2025-11-04,Failed,v2.10.1,NoAutoTradesBelow$1k;StopLossDisabled,Allow small experimental sleeve ≤ 3%
A7482,Builder,54208,207055,6668,10.0,3,10,US,Medium,,NoWeapons;NoFossilFuel,,1.7,22.7,11.0,Home:3y;Retirement:30y;Education:6y,3,Educational,Deep,IRR;MaxDD;Sharpe,Chat>Email>In-Person>Phone>App,true,21:30-06:00,52,144,51,39,OpenBanking,7,Human,PlanUpdate,2025-02-26,Success,v2.9.3,NoMargin;PauseWhenVIX>30;StopLossDisabled,Prioritize liquidity and down payment savings
A7483,Builder,83758,396897,12662,11.6,1,10,US,Low,,NoTobacco;NoFossilFuel,LeveragedETFs;PennyStocks,1.4,13.3,9.7,Home:3y;Retirement:30y;Debt:2y,3,Collaborative,Medium,Sharpe;TaxCost;MaxDD,In-Person>App>Chat>Email,true,23:45-06:00,63,71,69,68,OpenBanking;Payroll,5,None,PlanUpdate,2025-10-14,Success,v2.10.7,NoAutoTradesBelow$1k;NoIlliquids,Prioritize liquidity and down payment savings
A7484,Preserver,116838,629011,79166,5.2,2,15,UK,Low,AccreditedOnly,,Crypto;LeveragedETFs;PennyStocks,1.0,8.0,5.8,Retirement:15y;Emergency:1y;Education:6y,15,Collaborative,Deep,TaxCost;MaxDD,Email>App>Chat>Phone,true,19:45-07:30,68,147,73,65,Brokerage;CreditBureau;OpenBanking,12,Hybrid,AlertAcknowledge,2025-03-31,Success,v1.9.8,LimitOrderOnly;StopLossDisabled,Maintain ≥ 12m cash runway and low drawdown
A7485,Builder,24161,56543,1822,10.0,3,10,US,Low,,NoWeapons;NoTobacco,,1.5,22.1,11.5,Home:3y;Retirement:30y,3,Collaborative,Medium,IRR;Sharpe,Email>Chat>Phone>App>In-Person,false,20:15-08:15,73,73,69,65,CreditBureau;OpenBanking,13,Hybrid,AutoTransfer,2025-03-24,Partial,v2.8.5,NoAutoTradesBelow$1k;PauseWhenVIX>30,Prioritize liquidity and down payment savings
A7486,Preserver,145350,702526,86379,6.6,3,12,US,Low,,,Crypto;LeveragedETFs;PennyStocks,1.0,12.9,5.4,Retirement:15y;Emergency:1y;Debt:2y,15,Collaborative,Shallow,Sharpe;TaxCost;MaxDD,Email>App>Chat,true,20:30-08:15,70,201,80,77,Brokerage;CreditBureau;OpenBanking;Payroll,14,Hybrid,AutoTransfer,2025-05-05,Success,v2.9.4,NoIlliquids,Maintain ≥ 12m cash runway and low drawdown
A7487,Explorer,35744,322026,6926,20.9,2,10,SG,Low,NoIlliquids;NoDerivatives,ESGOnly;NoFossilFuel,,1.8,33.2,16.3,Business:5y;Travel:2y;Education:6y,5,Concise,Deep,IRR;TaxCost;Sharpe,App>Phone>In-Person>Chat>Email,true,22:15-07:30,64,81,76,72,OpenBanking;Payroll,5,Hybrid,Rebalance,2025-07-12,Success,v1.8.8,LimitOrderOnly;PauseWhenVIX>30;StopLossDisabled,Allow small experimental sleeve ≤ 3%
A7488,Optimizer,107334,1031796,51054,9.0,1,12,US,Low,,,Crypto;PennyStocks,1.5,18.8,12.6,Wealth:10y;Estate:20y,10,Directive,Medium,MaxDD;Sharpe;TaxCost,Email>Chat>App,true,20:15-08:45,70,62,75,74,Brokerage;OpenBanking,4,Human,Rebalance,2025-08-13,Partial,v2.9.2,LimitOrderOnly;NoIlliquids;StopLossDisabled,Enforce tax budget and position caps
A7489,Explorer,136234,550530,28460,15.5,3,15,DE,Low,NoDerivatives,,PennyStocks,1.8,28.7,15.2,Business:5y;Travel:2y,5,Educational,Shallow,Sharpe;MaxDD,Phone>Email>App>In-Person,false,21:00-06:30,69,47,75,68,OpenBanking,3,Hybrid,AlertAcknowledge,2025-11-08,Success,v1.10.3,NoIlliquids;PauseWhenVIX>30;StopLossDisabled,Allow small experimental sleeve ≤ 3%
A7490,Explorer,96357,1194030,35004,17.2,3,10,US,Low,AccreditedOnly;NoIlliquids,NoFossilFuel;ESGOnly,LeveragedETFs;PennyStocks,1.9,27.8,16.0,Business:5y;Travel:2y,5,Directive,Medium,IRR;Sharpe;TaxCost,App>Phone>Email>In-Person>Chat,false,19:00-06:30,63,76,65,54,CreditBureau;OpenBanking,1,Hybrid,AlertAcknowledge,2025-05-31,Partial,v1.8.2,LimitOrderOnly,Allow small experimental sleeve ≤ 3%
A7491,Preserver,58008,475443,49637,5.3,3,10,US,High,NoDerivatives,NoFossilFuel,Crypto;LeveragedETFs;PennyStocks,1.0,12.0,8.8,Retirement:15y;Emergency:1y;Debt:2y,15,Educational,Shallow,TaxCost;MaxDD;Sharpe,In-Person>Chat>Email,true,19:45-08:00,77,137,62,54,Brokerage;CreditBureau;OpenBanking,8,None,PlanUpdate,2025-09-15,Success,v1.10.7,NoMargin;StopLossDisabled,Maintain ≥ 12m cash runway and low drawdown
A7492,Optimizer,124793,1597713,71167,8.0,3,12,US,Low,,NoWeapons,PennyStocks,1.5,26.4,12.3,Wealth:10y;Estate:20y,10,Concise,Shallow,Sharpe;MaxDD,Phone>Email>App,true,23:45-07:00,72,96,87,81,Brokerage;OpenBanking;Payroll,1,None,Rebalance,2025-12-25,Success,v2.8.8,NoMargin,Enforce tax budget and position caps
A7493,Explorer,67487,146002,13817,18.7,2,10,US,Low,,,LeveragedETFs;PennyStocks;PrivateCredit,1.9,31.1,15.1,Business:5y;Travel:2y;Education:6y,5,Directive,Medium,Sharpe;IRR,In-Person>Phone>App>Chat,true,20:45-08:45,69,52,59,48,OpenBanking,4,Human,Rebalance,2025-11-06,Failed,v2.9.7,NoPennyStocks,Allow small experimental sleeve ≤ 3%
A7494,Stabilizer,82018,208740,13961,9.1,2,10,IN,Low,NoShortSelling,NoTobacco;ESGOnly,Crypto;LeveragedETFs;PennyStocks,1.0,9.7,8.3,Retirement:15y;Emergency:1y,15,Concise,Deep,Sharpe;MaxDD,In-Person>App>Phone,false,22:30-07:15,55,137,56,48,CreditBureau;OpenBanking,15,None,PlanUpdate,2025-10-21,Success,v1.10.7,LimitOrderOnly;NoMargin;PauseWhenVIX>30,Keep expenses buffer ≥ 4 months
A7495,Stabilizer,41168,97177,12307,7.0,2,10,US,Low,NoShortSelling;AccreditedOnly,NoFossilFuel;ESGOnly,Crypto;LeveragedETFs;PennyStocks,1.1,13.9,5.3,Retirement:15y;Emergency:1y;Education:6y,15,Educational,Medium,Sharpe;MaxDD;TaxCost,App>Email>Phone>In-Person,true,20:30-06:00,59,151,58,51,OpenBanking;Payroll,12,Human,Rebalance,2025-07-10,Partial,v1.8.5,NoPennyStocks,Keep expenses buffer ≥ 4 months
A7496,Optimizer,359852,3966335,141381,8.4,2,15,DE,Medium,NoDerivatives;NoIlliquids,NoTobacco,PennyStocks,1.6,21.4,10.6,Wealth:10y;Estate:20y,10,Collaborative,Medium,Sharpe;TaxCost,Phone>In-Person>Email>Chat>App,false,21:00-07:30,57,95,56,50,Brokerage;CreditBureau;OpenBanking;Payroll,7,None,AutoTransfer,2025-04-30,Partial,v1.8.3,NoMargin,Enforce tax budget and position caps
A7497,Explorer,80591,330165,25166,16.2,2,10,IN,Low,NoDerivatives;NoShortSelling,ESGOnly;NoFossilFuel,LeveragedETFs;PennyStocks,2.1,25.8,16.0,Business:5y;Travel:2y;Debt:2y,5,Educational,Medium,IRR;MaxDD;Sharpe,App>Phone>In-Person,true,20:30-08:45,58,58,50,50,OpenBanking;Payroll,2,None,AlertAcknowledge,2025-03-12,Success,v1.10.7,NoMargin;StopLossDisabled,Allow small experimental sleeve ≤ 3%
A7498,Optimizer,128577,761749,54112,8.8,1,15,CA,Medium,AccreditedOnly,,PennyStocks,1.8,20.7,9.3,Wealth:10y;Estate:20y,10,Collaborative,Medium,IRR;TaxCost,Phone>Chat>App,true,23:15-08:45,62,66,54,42,Brokerage;CreditBureau;OpenBanking,7,Hybrid,AlertAcknowledge,2025-08-29,Success,v1.10.6,NoIlliquids,Enforce tax budget and position caps
A7499,Builder,101358,209838,12978,10.6,3,15,SG,Low,NoIlliquids;NoDerivatives,,LeveragedETFs;PennyStocks,1.8,23.1,7.4,Home:3y;Retirement:30y,3,Collaborative,Shallow,IRR;Sharpe,Email>Chat>In-Person>App,true,19:45-07:30,70,78,71,61,CreditBureau;OpenBanking,14,None,AlertAcknowledge,2025-10-14,Success,v1.8.8,NoPennyStocks;PauseWhenVIX>30,Prioritize liquidity and down payment savings
A7500,Builder,60857,132466,13814,9.0,3,10,US,Low,,ESGOnly,,1.7,16.0,8.2,Home:3y;Retirement:30y;Education:6y,3,Directive,Deep,Sharpe;TaxCost,App>In-Person>Chat,true,19:45-07:30,59,146,51,41,OpenBanking;Payroll,12,Human,AlertAcknowledge,2025-03-09,Success,v2.10.2,LimitOrderOnly;NoPennyStocks;StopLossDisabled,Prioritize liquidity and down payment savings
A7501,Optimizer,164486,1532427,82744,9.0,4,12,US,Low,AccreditedOnly,NoFossilFuel,PennyStocks,1.5,16.7,11.1,Wealth:10y;Estate:20y;Healthcare:8y,10,Educational,Deep,IRR;Sharpe,Phone>Email>In-Person>App,true,21:00-08:15,68,62,62,59,Brokerage;CreditBureau;OpenBanking;Payroll,7,Hybrid,AutoTransfer,2025-04-25,Success,v1.10.4,LimitOrderOnly,Enforce tax budget and position caps
A7502,Preserver,73297,643761,39651,6.5,2,10,UK,Low,NoIlliquids;NoDerivatives,,Crypto;LeveragedETFs;PennyStocks,1.0,13.6,7.4,Retirement:15y;Emergency:1y;Healthcare:8y,15,Directive,Medium,Sharpe;TaxCost,Chat>In-Person>Email>App,false,20:00-07:00,79,145,86,80,Brokerage;CreditBureau;OpenBanking,3,None,Rebalance,2025-07-20,Success,v2.10.1,NoMargin;StopLossDisabled,Maintain ≥ 12m cash runway and low drawdown
A7503,Preserver,75906,588194,44122,6.4,2,10,US,Low,NoShortSelling,NoWeapons,Crypto;LeveragedETFs;PennyStocks,1.0,13.1,5.1,Retirement:15y;Emergency:1y;Healthcare:8y,15,Concise,Shallow,Sharpe;TaxCost,Chat>In-Person>App>Phone,true,20:00-08:00,77,193,87,87,Brokerage;OpenBanking,11,Hybrid,Rebalance,2025-06-01,Partial,v2.10.7,NoMargin;StopLossDisabled,Maintain ≥ 12m cash runway and low drawdown
A7504,Builder,84910,108698,9445,10.1,1,10,US,Low,NoShortSelling;NoDerivatives,,,1.4,12.1,11.1,Home:3y;Retirement:30y;Education:6y,3,Educational,Medium,Sharpe;MaxDD;IRR,Email>Phone>Chat>App,true,23:30-08:30,62,107,69,57,OpenBanking;Payroll,9,Human,PlanUpdate,2025-11-08,Success,v2.8.8,StopLossDisabled,Prioritize liquidity and down payment savings
A7505,Stabilizer,73340,210278,19547,4.9,4,10,US,Medium,NoDerivatives,ESGOnly;NoFossilFuel,Crypto;LeveragedETFs;PennyStocks,1.2,13.0,5.3,Retirement:15y;Emergency:1y;Healthcare:8y,15,Concise,Medium,Sharpe;MaxDD;TaxCost,App>In-Person>Phone,true,19:45-07:45,57,138,57,48,OpenBanking,13,Hybrid,Rebalance,2025-01-05,Success,v2.8.1,NoAutoTradesBelow$1k;NoMargin;StopLossDisabled,Keep expenses buffer ≥ 4 months
A7506,Preserver,96946,557564,55388,7.0,2,10,US,Low,NoIlliquids,,Crypto;LeveragedETFs;PennyStocks;PrivateCredit,1.2,10.4,7.4,Retirement:15y;Emergency:1y,15,Collaborative,Medium,MaxDD;Sharpe,Email>Chat>In-Person>App,true,21:45-06:45,75,189,71,75,Brokerage;OpenBanking,11,Human,PlanUpdate,2025-05-27,Success,v2.10.9,PauseWhenVIX>30,Maintain ≥ 12m cash runway and low drawdown
A7507,Preserver,114401,1155522,106886,6.9,1,12,US,Low,NoDerivatives;AccreditedOnly,,Crypto;LeveragedETFs;PennyStocks,1.0,11.9,8.3,Retirement:15y;Emergency:1y,15,Collaborative,Medium,MaxDD;TaxCost,Email>Chat>App>Phone>In-Person,true,23:15-07:15,74,166,76,69,Brokerage;CreditBureau;OpenBanking;Payroll,7,Hybrid,PlanUpdate,2025-02-26,Success,v1.9.8,NoAutoTradesBelow$1k;PauseWhenVIX>30,Maintain ≥ 12m cash runway and low drawdown
A7508,Preserver,61845,930132,54240,6.0,1,10,US,Low,,ESGOnly,Crypto;LeveragedETFs;PennyStocks,1.2,15.3,7.3,Retirement:15y;Emergency:1y,15,Concise,Medium,Sharpe;TaxCost,In-Person>App>Chat>Email>Phone,true,20:45-07:00,69,163,58,48,Brokerage;CreditBureau;OpenBanking,8,Human,PlanUpdate,2025-04-21,Success,v2.10.6,NoAutoTradesBelow$1k;NoMargin;StopLossDisabled,Maintain ≥ 12m cash runway and low drawdown
A7509,Optimizer,32682,279633,11271,7.8,3,10,US,Medium,NoIlliquids;NoShortSelling,,PennyStocks;PrivateCredit,1.8,19.5,10.1,Wealth:10y;Estate:20y;Healthcare:8y,10,Collaborative,Medium,TaxCost;Sharpe;IRR,Phone>Email>In-Person>App>Chat,true,23:15-06:30,72,67,74,69,Brokerage;OpenBanking;Payroll,2,Human,Rebalance,2025-12-08,Partial,v2.8.4,NoPennyStocks;PauseWhenVIX>30,Enforce tax budget and position caps
A7510,Explorer,58708,666177,20370,16.1,1,10,US,Low,,NoWeapons;NoTobacco,PennyStocks;PrivateCredit,1.9,21.2,16.4,Business:5y;Travel:2y;Debt:2y,5,Collaborative,Deep,IRR;TaxCost;MaxDD,Chat>Phone>App>Email,false,23:00-06:30,64,77,74,62,CreditBureau;OpenBanking,4,None,AlertAcknowledge,2025-07-04,Partial,v2.10.9,NoPennyStocks;StopLossDisabled,Allow small experimental sleeve ≤ 3%
A7511,Optimizer,60914,472305,21355,9.1,3,10,SG,Low,NoShortSelling,,PennyStocks,1.5,25.8,11.5,Wealth:10y;Estate:20y;Healthcare:8y,10,Educational,Deep,Sharpe;IRR,In-Person>Chat>Email>App,true,22:00-07:30,75,108,75,73,Brokerage;CreditBureau;OpenBanking,5,Human,PlanUpdate,2025-12-06,Success,v1.9.4,LimitOrderOnly;NoAutoTradesBelow$1k;NoIlliquids,Enforce tax budget and position caps
A7512,Explorer,77719,311809,18464,14.8,4,10,US,Medium,NoIlliquids,,PennyStocks;PrivateCredit,1.8,23.2,12.6,Business:5y;Travel:2y;Healthcare:8y,5,Educational,Medium,TaxCost;Sharpe,Chat>Email>In-Person>Phone,true,20:45-07:00,55,86,58,48,CreditBureau;OpenBanking,1,Hybrid,PlanUpdate,2025-01-02,Failed,v1.10.1,PauseWhenVIX>30,Allow small experimental sleeve ≤ 3%
A7513,Preserver,153716,512956,67212,5.9,3,12,US,Medium,NoDerivatives;NoShortSelling,NoFossilFuel,Crypto;LeveragedETFs;PennyStocks;PrivateCredit,1.2,17.1,5.7,Retirement:15y;Emergency:1y;Education:6y,15,Directive,Medium,MaxDD;TaxCost,App>Chat>In-Person>Email,true,21:15-08:30,77,120,75,69,Brokerage;CreditBureau;OpenBanking,3,Hybrid,AlertAcknowledge,2025-10-03,Failed,v2.8.4,LimitOrderOnly,Maintain ≥ 12m cash runway and low drawdown
A7514,Optimizer,109522,1969419,75190,11.5,1,12,US,Low,NoShortSelling;AccreditedOnly,ESGOnly;NoTobacco,PennyStocks,1.6,22.6,14.0,Wealth:10y;Estate:20y;Debt:2y,10,Directive,Medium,IRR;MaxDD;TaxCost,App>Chat>Email>In-Person,false,21:45-06:30,65,110,55,44,Brokerage;CreditBureau;OpenBanking,7,Hybrid,AlertAcknowledge,2025-03-23,Success,v1.9.9,NoAutoTradesBelow$1k,Enforce tax budget and position caps
A7515,Builder,35002,76604,8247,8.2,3,10,US,Low,,,,1.5,19.1,7.8,Home:3y;Retirement:30y;Healthcare:8y,3,Educational,Medium,MaxDD;IRR;Sharpe,Phone>App>In-Person>Email,true,21:15-07:30,71,133,71,69,CreditBureau;OpenBanking,17,Hybrid,AlertAcknowledge,2025-02-08,Success,v2.9.9,LimitOrderOnly;NoMargin;StopLossDisabled,Prioritize liquidity and down payment savings
A7516,Explorer,62465,770137,20841,16.0,4,10,IN,Medium,NoDerivatives,,PennyStocks,1.7,20.7,17.4,Business:5y;Travel:2y;Education:6y,5,Educational,Medium,MaxDD;Sharpe,Chat>Phone>In-Person>Email,true,22:00-06:30,57,64,49,42,CreditBureau;OpenBanking;Payroll,2,None,AlertAcknowledge,2025-02-06,Partial,v2.9.4,LimitOrderOnly;NoIlliquids;NoMargin,Allow small experimental sleeve ≤ 3%
A7517,Preserver,70150,674833,42251,7.3,2,10,US,Medium,,,Crypto;LeveragedETFs;PennyStocks,1.0,9.0,6.9,Retirement:15y;Emergency:1y;Education:6y,15,Collaborative,Deep,TaxCost;Sharpe,App>Email>Chat,true,22:30-06:15,65,134,57,62,Brokerage;OpenBanking;Payroll,14,Human,PlanUpdate,2025-04-07,Success,v1.8.5,LimitOrderOnly;NoMargin;NoPennyStocks,Maintain ≥ 12m cash runway and low drawdown
A7518,Preserver,156027,1194884,90292,5.2,4,12,US,Low,NoShortSelling,,Crypto;LeveragedETFs;PennyStocks,0.9,10.0,9.0,Retirement:15y;Emergency:1y;Debt:2y,15,Concise,Shallow,Sharpe;TaxCost,App>Email>Phone,true,22:30-08:15,79,147,87,84,Brokerage;OpenBanking,5,Human,PlanUpdate,2025-12-08,Success,v1.8.5,NoAutoTradesBelow$1k;NoMargin,Maintain ≥ 12m cash runway and low drawdown
A7519,Builder,66358,93459,13795,9.4,3,10,US,Low,NoIlliquids;AccreditedOnly,NoFossilFuel,LeveragedETFs;PrivateCredit,1.8,23.8,9.4,Home:3y;Retirement:30y;Education:6y,3,Concise,Medium,IRR;MaxDD,Email>App>In-Person,true,22:00-07:45,64,126,62,59,CreditBureau;OpenBanking;Payroll,14,Hybrid,AutoTransfer,2025-10-16,Success,v2.9.2,NoAutoTradesBelow$1k;NoMargin;StopLossDisabled,Prioritize liquidity and down payment savings
A7520,Preserver,159800,1612374,79469,8.7,1,12,US,Medium,NoShortSelling;NoIlliquids,NoTobacco;ESGOnly,Crypto;LeveragedETFs;PennyStocks;PrivateCredit,1.1,16.7,8.9,Retirement:15y;Emergency:1y,15,Educational,Deep,TaxCost;Sharpe;MaxDD,Chat>App>Email>In-Person>Phone,true,21:30-06:00,76,209,63,53,Brokerage;OpenBanking,8,None,Rebalance,2025-08-30,Success,v2.10.3,NoIlliquids;StopLossDisabled,Maintain ≥ 12m cash runway and low drawdown
A7521,Stabilizer,51877,584687,20140,7.4,3,10,US,Low,,NoWeapons;ESGOnly,Crypto;LeveragedETFs;PennyStocks,1.0,13.0,6.5,Retirement:15y;Emergency:1y;Healthcare:8y,15,Concise,Shallow,Sharpe;MaxDD;TaxCost,Phone>App>In-Person>Email>Chat,false,22:30-08:30,65,159,58,53,CreditBureau;OpenBanking,6,None,AutoTransfer,2025-07-18,Partial,v1.10.1,NoMargin;PauseWhenVIX>30,Keep expenses buffer ≥ 4 months
A7522,Explorer,65531,193570,21700,15.7,4,10,US,Low,,,Crypto,1.8,23.9,13.8,Business:5y;Travel:2y;Education:6y,5,Educational,Deep,TaxCost;IRR,Chat>In-Person>Email>Phone>App,true,20:30-06:15,66,54,79,77,OpenBanking,7,Human,PlanUpdate,2025-01-13,Success,v1.8.4,NoAutoTradesBelow$1k,Allow small experimental sleeve ≤ 3%
A7523,Explorer,47009,212608,13130,16.3,4,10,US,Low,,NoFossilFuel,PennyStocks,2.0,20.6,16.5,Business:5y;Travel:2y;Debt:2y,5,Educational,Medium,Sharpe;TaxCost;MaxDD,In-Person>Phone>App,true,21:15-06:30,56,80,64,60,OpenBanking,7,None,AlertAcknowledge,2025-01-21,Failed,v2.10.1,NoIlliquids;PauseWhenVIX>30;StopLossDisabled,Allow small experimental sleeve ≤ 3%
A7524,Preserver,119984,369099,53350,5.3,2,12,US,Low,NoDerivatives,ESGOnly,Crypto;LeveragedETFs;PennyStocks;PrivateCredit,1.1,8.0,5.9,Retirement:15y;Emergency:1y;Healthcare:8y,15,Educational,Medium,MaxDD;TaxCost;Sharpe,Chat>App>Email>Phone,true,20:45-08:45,70,240,78,81,Brokerage;CreditBureau;OpenBanking,13,Human,AutoTransfer,2025-10-12,Success,v2.10.4,NoPennyStocks;StopLossDisabled,Maintain ≥ 12m cash runway and low drawdown
A7525,Optimizer,103962,2272584,46173,10.9,1,12,US,Low,NoShortSelling,,PennyStocks,1.5,15.9,12.6,Wealth:10y;Estate:20y,10,Educational,Medium,MaxDD;IRR,Phone>App>Chat>Email,true,22:15-07:00,61,95,65,65,Brokerage;CreditBureau;OpenBanking;Payroll,3,Human,AlertAcknowledge,2025-03-20,Success,v2.9.6,StopLossDisabled,Enforce tax budget and position caps
A7526,Preserver,73981,474617,24560,6.9,2,10,US,Low,NoIlliquids;NoShortSelling,,Crypto;LeveragedETFs;PennyStocks,1.1,16.1,5.6,Retirement:15y;Emergency:1y,15,Collaborative,Shallow,TaxCost;Sharpe;MaxDD,Email>Phone>Chat>In-Person>App,true,22:45-06:00,80,139,89,93,Brokerage;CreditBureau;OpenBanking;Payroll,10,Hybrid,Rebalance,2025-03-06,Success,v2.8.5,NoIlliquids;NoMargin;StopLossDisabled,Maintain ≥ 12m cash runway and low drawdown
A7527,Preserver,56064,329809,34417,4.0,4,10,US,Low,NoDerivatives;NoIlliquids,,Crypto;LeveragedETFs;PennyStocks,1.1,11.0,5.9,Retirement:15y;Emergency:1y,15,Directive,Medium,TaxCost;MaxDD;Sharpe,In-Person>App>Chat,true,22:45-06:30,69,131,63,56,Brokerage;CreditBureau;OpenBanking;Payroll,9,Hybrid,Rebalance,2025-01-17,Partial,v2.10.4,NoIlliquids;NoMargin;NoPennyStocks,Maintain ≥ 12m cash runway and low drawdown
A7528,Builder,96529,156959,11885,9.8,4,10,DE,Low,NoIlliquids;NoShortSelling,NoWeapons,,1.7,16.9,8.3,Home:3y;Retirement:30y,3,Collaborative,Medium,TaxCost;MaxDD;IRR,Phone>App>Email>In-Person,true,19:15-08:30,57,149,52,40,CreditBureau;OpenBanking,18,None,PlanUpdate,2025-05-18,Failed,v2.8.9,LimitOrderOnly,Prioritize liquidity and down payment savings
A7529,Preserver,126491,938413,105419,7.0,2,12,US,Low,NoShortSelling;NoIlliquids,,Crypto;LeveragedETFs;PennyStocks,1.0,9.6,6.5,Retirement:15y;Emergency:1y,15,Educational,Medium,TaxCost;MaxDD;Sharpe,Phone>Chat>App>In-Person,true,19:15-08:00,68,176,66,71,Brokerage;CreditBureau;OpenBanking;Payroll,3,None,AlertAcknowledge,2025-12-02,Success,v2.10.4,NoMargin;StopLossDisabled,Maintain ≥ 12m cash runway and low drawdown
A7530,Builder,51482,49790,4706,9.7,4,10,DE,Low,,ESGOnly,,1.5,22.8,10.3,Home:3y;Retirement:30y;Debt:2y,3,Educational,Deep,IRR;Sharpe;MaxDD,App>Phone>Chat,true,22:30-06:45,57,106,61,54,CreditBureau;OpenBanking,19,None,PlanUpdate,2025-05-31,Success,v1.9.8,LimitOrderOnly;NoIlliquids;NoMargin,Prioritize liquidity and down payment savings
A7531,Builder,47215,106282,6983,8.7,2,10,US,Low,,NoFossilFuel;NoTobacco,Crypto;PennyStocks,1.6,23.3,9.9,Home:3y;Retirement:30y;Education:6y,3,Collaborative,Shallow,Sharpe;MaxDD,Chat>In-Person>Phone>App,false,21:30-08:00,59,84,57,54,CreditBureau;OpenBanking;Payroll,6,None,AlertAcknowledge,2025-08-25,Success,v2.10.4,NoIlliquids,Prioritize liquidity and down payment savings
